datetime,wse,is_near_outlier_wse,is_far_outlier_wse
2023-08-01 10:07:54,3615.215,False,False
2023-08-10 21:38:56,3615.141,False,False
2023-08-22 06:57:08,3615.305,False,False
2023-08-31 18:23:42,3615.172,False,False
2023-09-12 03:42:14,3615.231,False,False
2023-09-21 15:09:06,3615.566,False,False
2023-10-03 00:23:07,3615.103,False,False
2023-10-12 11:54:09,3614.904,False,False
2023-10-23 21:08:12,3614.931,False,False
2023-11-02 08:39:14,3614.915,False,False
2023-11-13 17:53:17,3612.406,False,True
2023-11-23 05:24:19,3614.784,False,False
2023-11-23 05:24:19,3614.803,False,False
2023-12-04 14:38:23,3614.875,False,False
2023-12-04 14:38:23,3614.874,False,False
2023-12-14 02:09:23,3614.714,False,False
2023-12-14 02:09:23,3614.708,False,False
2024-01-03 22:54:30,3616.051,True,False
2024-01-03 22:54:30,3614.776,False,False
2024-01-15 08:08:33,3614.716,False,False
2024-01-15 08:08:33,3614.726,False,False
2024-01-24 19:39:35,3614.725,False,False
2024-02-05 04:53:39,3614.743,False,False
2024-02-14 16:24:40,3614.61,False,False
2024-02-26 01:38:44,3614.678,False,False
2024-03-06 13:09:44,3614.716,False,False
2024-03-17 22:23:46,3614.656,False,False
2024-03-27 09:54:38,3614.656,False,False
2024-04-07 19:09:00,3614.783,False,False
2024-04-17 06:39:44,3614.822,False,False
2024-04-28 15:54:06,3615.083,False,False
2024-05-08 03:24:57,3614.865,False,False
2024-05-19 12:39:01,3615.05,False,False
2024-05-29 00:10:02,3614.956,False,False
2024-06-09 09:24:06,3615.288,False,False
2024-06-18 20:55:07,3614.92,False,False
2024-06-30 06:09:10,3615.172,False,False
2024-07-09 17:40:10,3615.212,False,False
2024-07-21 02:54:15,3615.36,False,False
2024-08-10 23:39:20,3615.654,False,False
2024-08-20 11:10:20,3615.389,False,False
2024-08-31 20:24:34,3615.591,False,False
2024-09-10 07:55:26,3615.352,False,False
2024-09-21 17:14:01,3615.176,False,False
2024-10-01 04:40:34,3615.365,False,False
2024-10-12 13:54:36,3615.016,False,False
2024-11-02 10:39:39,3614.844,False,False
2024-11-23 07:24:45,3614.755,False,False
2024-12-14 04:09:49,3615.059,False,False
2025-01-04 00:54:54,3614.728,False,False
2025-01-24 21:39:59,3614.754,False,False
2025-02-14 18:25:02,3614.655,False,False
2025-03-07 15:10:06,3614.509,False,False
2025-03-28 11:55:11,3614.831,False,False
2025-04-18 08:40:17,3614.645,False,False
